ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Panel Type,Native Resolution (pixels),Total Native Resolution (megapixels),Screen Size (inches),Screen Area (square inches),Model Features,Features Enabled in Default On Mode,Features Enabled in Default Sleep Mode,Signal or Data Interfaces,Power Source,On Mode Power (watts),Maximum On Mode Power Limit for Signage Certification (watts),Sleep Mode Power (watts),Maximum Sleep Mode Power Limit for Signage Certification (watts),Off Mode Power (watts),On Mode Power at 12 Lux at 115 Volts (W),On Mode Power at 300 Lux (watts),Monitor Total Energy Consumption at 115 Volts (kWh/yr),Maximum Total Energy Consumption Limit for Monitor Certification (kWh/yr),Maximum Luminance (candelas per square meter),Enhanced-Performance Display?,Color Gamut,Color Spaces Supported,High Dynamic Range (HDR),Display Contrast Ratio  at 0 deg. Horiz. Viewing Angle,Reported Contrast Ratio at -85 Degrees (Left) Horizontal Viewing Angle,Reported Contrast Ratio at +85 Degrees (Right) Horizontal Viewing Angle,USB-C with Power Delivery Supported,Maximum Power Delivery (W),Tiled Display System,Maximum Tiled Configuration,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets Most Efficient 2023 Criteria
2404968,Prowise BV.,Prowise,PW.1.16075.0002,PW.1.16075.0002,",PW.1.16075.****,",,Signage Display,TFT-LCD,3840 x 2160,8.3,74.5,2372.72,"Bluetooth,Embedded Module (Non-removable),Touch Screen,USB-C,Built-In Speakers","Bluetooth,Built-In Speakers",None,"VGA,RS232,RJ45,Other,HDMI,USB",Ac to dc internal power supply,145.76,160.96,0.26,0.5,0,,,,,400,No,,NTSC,N/A,1200,,,Yes,65,No,,10/20/2022 12:00:00 AM,11/26/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1140894_PW.1.16075.0002_11252022132446_580560,No
2365435,Prowise BV.,Prowise,PW.1.16086.0001,PW.1.16086.0001,,,Signage Display,TFT LCD,3840 x 2160,8.3,85.6,3131.06,"Embedded Module (Non-removable),Touch Screen,USB-C,Built-In Speakers,User Adjustable Backlight,Plug-in Module (Removable)","Touch Screen,Built-In Speakers",None,"VGA,RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,164.3,173,0.34,2,0,,,,,350,No,,NTSC,N/A,1200,,,Yes,15,No,,08/01/2020 12:00:00 AM,09/03/2020 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1140894_PW.1.16086.0001_08262020142158_856439,No
2405028,Prowise BV.,Prowise,PW.1.16086.0002,PW.1.16086.0002,",PW.1.16086.****,",,Signage Display,TFT-LCD,3840 x 2160,8.3,85.6,3131.38,"Bluetooth,Embedded Module (Non-removable),Touch Screen,USB-C,Built-In Speakers","Bluetooth,Built-In Speakers",None,"VGA,RS232,RJ45,Other,HDMI,USB",Ac to dc internal power supply,121.54,181.26,0.28,0.5,0,,,,,400,No,,NTSC,N/A,1200,,,Yes,65,No,,11/08/2022 12:00:00 AM,11/29/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1140894_PW.1.16086.0002_11252022161904_660058,No
2378089,Prowise BV.,Prowise,PW.1.17055.****,PW.1.17055.0001,"PW.1.17055.****,PW.1.17055.1001,",,Signage Display,TFT LCD,3840 x 2160,8.3,54.6,1275.67,"Embedded Module (Non-removable),Touch Screen,USB-C,Built-In Speakers,Plug-in Module (Removable),User Adjustable Backlight","Touch Screen,Built-In Speakers",None,"VGA,RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,98.62,102.33,0.24,0.5,0,,,,,300,No,,NTSC,N/A,1200,,,Yes,60,No,,04/15/2021 12:00:00 AM,05/17/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1140894_PW.1.17055.0001_05142021163832_6781732,No
2376063,Prowise BV.,Prowise,PW.1.17065.****,PW.1.17065.0001,"PW.1.17065.****,PW.1.17065.1001,",,Signage Display,TFT LCD,3840 x 2160,8.3,64.5,1779.11,"Embedded Module (Non-removable),Touch Screen,USB-C,Built-In Speakers,Plug-in Module (Removable),User Adjustable Backlight","Touch Screen,Built-In Speakers",None,"VGA,RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,123.89,134.12,0.28,0.5,0,,,,,350,No,,NTSC,N/A,1200,,,Yes,60,No,,03/30/2021 12:00:00 AM,04/13/2021 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1140894_PW.1.17065.0001_04122021094444_855676,No
2376061,Prowise BV.,Prowise,PW.1.17075.****,PW.1.17075.0001,"PW.1.17075.****,PW.1.17075.1001,",,Signage Display,TFT LCD,3840 x 2160,8.3,75,2372.72,"Embedded Module (Non-removable),Touch Screen,USB-C,Built-In Speakers,Plug-in Module (Removable),User Adjustable Backlight","Touch Screen,Built-In Speakers",None,"VGA,RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,142.1,158.55,0.26,0.5,0,,,,,350,No,,NTSC,N/A,1200,,,Yes,60,No,,03/30/2021 12:00:00 AM,04/12/2021 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1140894_PW.1.17075.0001_04022021142145_8002282,No
2378590,Prowise BV.,Prowise,PW.1.17086.****,PW.1.17086.0001,"PW.1.17086.****,PW.1.17086.1001,",,Signage Display,TFT LCD,3840 x 2160,8.3,85.6,3131.06,"Embedded Module (Non-removable),Touch Screen,USB-C,Built-In Speakers,Plug-in Module (Removable),User Adjustable Backlight","Touch Screen,Built-In Speakers",None,"VGA,RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,127.85,195.73,0.24,0.5,0,,,,,400,No,,NTSC,N/A,1200,,,Yes,60,No,,03/30/2021 12:00:00 AM,04/27/2021 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1140894_PW.1.17086.0001_04222021094735_762750,No
2386987,Prowise BV.,Prowise,PW.1.17098.****,PW.1.17098.0001,"PW.1.17098.****,PW.1.17098.1001,",,Signage Display,TFT-LCD,3840 x 2160,8.3,97.5,4063.49,"Bluetooth,Embedded Module (Non-removable),Touch Screen,USB-C,Built-In Speakers,Camera Interface","Bluetooth,Built-In Speakers",None,"VGA,RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,212.03,217.76,0.28,0.5,0,,,,,450,No,,None,N/A,1200,,,Yes,60,No,,10/12/2021 12:00:00 AM,11/02/2021 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1140894_PW.1.17098.0001_10292021170629_4738427,No
2391862,"Ricoh USA, Inc.",Ricoh,A6500,A6500,"A6500-Edu,A6500-Edu,",,Signage Display,TFT-LCD,3840 x 2160,8.3,64.5,1777.7,"Embedded Module (Non-removable),Touch Screen,USB-C,Built-In Speakers,Other,Automatic Brightness Control,User Adjustable Backlight","Touch Screen,Built-In Speakers,Automatic Brightness Control",None,"VGA,RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,113.05,,0.18,0.5,,,,,,350,No,,NTSC,N/A,1200,,,Yes,60,No,,03/25/2022 12:00:00 AM,03/18/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20367_A6500_01282022101816_4510510,No
2393871,"Ricoh USA, Inc.",Ricoh,A7500,A7500,,,Signage Display,TFT-LCD,3840 x 2160,8.3,74.5,2371.6,"Embedded Module (Non-removable),Touch Screen,USB-C,Built-In Speakers,Other,Automatic Brightness Control,User Adjustable Backlight","Touch Screen,Built-In Speakers",None,"VGA,RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,141.79,,0.18,0.5,,,,,,400,No,,NTSC,N/A,1200,,,Yes,60,No,,03/25/2022 12:00:00 AM,03/17/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20367_A7500_03182022115444_1840283,No
2393872,"Ricoh USA, Inc.",Ricoh,A8600,A8600,,,Signage Display,TFT-LCD,3840 x 2160,8.3,86.5,3131,"Embedded Module (Non-removable),Touch Screen,USB-C,Built-In Speakers,Other,Automatic Brightness Control,User Adjustable Backlight","Touch Screen,Built-In Speakers",None,"VGA,RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,178.67,,0.17,0.5,,,,,,400,No,,NTSC,N/A,1200,,,Yes,60,No,,03/25/2022 12:00:00 AM,03/17/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20367_A8600_03182022115943_6600051,No
2397507,SAHARA PRESENTATION SYSTEMS PLC,CLEVERTOUCH,"65"" Impact Max","65"" Impact Max",,,Signage Display,IPS LCD,3840 x 2160,8.3,64.5,1779.11,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"VGA,RS232,RJ45,Other,HDMI,USB",Ac to dc internal power supply,76.47,132.76,0.32,0.5,0.01,,,,,350,No,,None,N/A,1200,,,Yes,65,No,,06/20/2022 12:00:00 AM,06/15/2022 12:00:00 AM,"United States, Canada",ES_1143850_65 Impact Max_06162022141122_1760495,No
2397506,SAHARA PRESENTATION SYSTEMS PLC,CLEVERTOUCH,"75"" Impact Max","75"" Impact Max",,,Signage Display,IPS LCD,3840 x 2160,8.3,74.5,2372.72,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"VGA,RS232,RJ45,Other,HDMI,USB",Ac to dc internal power supply,75.69,156.02,0.32,0.5,0.01,,,,,350,No,,None,N/A,1200,,,Yes,65,No,,06/20/2022 12:00:00 AM,06/15/2022 12:00:00 AM,"United States, Canada",ES_1143850_75 Impact Max_06162022113155_8073454,No
2397498,SAHARA PRESENTATION SYSTEMS PLC,CLEVERTOUCH,"86"" Impact Max","86"" Impact Max",,,Signage Display,IPS LCD,3840 x 2160,8.3,85.6,3131.06,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"VGA,RS232,RJ45,Other,HDMI,USB",Ac to dc internal power supply,131.17,176.99,0.28,0.5,0.01,,,,,350,No,,None,N/A,1200,,,Yes,65,No,,06/20/2022 12:00:00 AM,06/15/2022 12:00:00 AM,"United States, Canada",ES_1143850_86 Impact Max_06162022095058_6756115,No
2369569,"NEC Display Solutions of America, Inc.",NEC,P495,P495,,,Signage Display,IPS LCD,3840 x 2160,8.3,48.5,1005.1,"High Dynamic Range,Full Network Connectivity,User Adjustable Backlight",Full Network Connectivity,Full Network Connectivity,"RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,76.82,102.98,0.55,3.5,0,,,,,700,No,,NTSC,N/A,1100,,,No,,No,,01/21/2021 12:00:00 AM,11/11/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1021168_P495_11162020110644_3391082,No
2369472,"NEC Display Solutions of America, Inc.",NEC,P555,P555,,,Signage Display,IPS LCD,3840 x 2160,8.3,54.6,1273.8,"High Dynamic Range,Full Network Connectivity,User Adjustable Backlight",Full Network Connectivity,Full Network Connectivity,"RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,83.11,121.68,0.57,3.5,0,,,,,700,No,,NTSC,N/A,1100,,,No,,No,,01/12/2021 12:00:00 AM,11/11/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1021168_P555_11122020100702_9146974,No
2351555,"NEC Display Solutions of America, Inc.",NEC,UN492S,UN492S,,,Signage Display,IPS LCD,1920 x 1080,2.1,48.5,1005,"Full Network Connectivity,Other",Full Network Connectivity,Full Network Connectivity,"VGA,RS232,RJ45,Other,DVI,Display,HDMI,USB",Ac to dc internal power supply,91.85,99,1.41,3.5,0,,,,,700,No,,NTSC,N/A,1100,,,No,,No,,03/01/2019 12:00:00 AM,01/31/2019 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1021168_UN492S_12192019110411_7118043,No
2351556,"NEC Display Solutions of America, Inc.",NEC,UN492VS,UN492VS,,,Signage Display,IPS LCD,1920 x 1080,2.1,48.5,1005,"Full Network Connectivity,Other",Full Network Connectivity,Full Network Connectivity,"VGA,RS232,RJ45,Other,DVI,Display,HDMI,USB",Ac to dc internal power supply,68.02,91.36,1.46,3.5,0,,,,,500,No,,NTSC,N/A,1100,,,No,,No,,03/01/2019 12:00:00 AM,01/31/2019 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1021168_UN492VS_12192019110437_6620003,No
2351559,"NEC Display Solutions of America, Inc.",NEC,UN552,UN552,,,Signage Display,IPS LCD,1920 x 1080,2.1,54.6,1275.68,"Full Network Connectivity,Other",Full Network Connectivity,Full Network Connectivity,"VGA,RS232,RJ45,Other,DVI,Display,HDMI,USB",Ac to dc internal power supply,107.05,117.87,1.47,3.5,0,,,,,700,No,,NTSC,N/A,1200,,,No,,No,,06/01/2019 12:00:00 AM,02/22/2019 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1021168_UN552_12192019112427_1040669,No
2351560,"NEC Display Solutions of America, Inc.",NEC,UN552V,UN552V,,,Signage Display,IPS LCD,1920 x 1080,2.1,54.6,1275.68,"Full Network Connectivity,Other",Full Network Connectivity,Full Network Connectivity,"VGA,RS232,RJ45,Other,DVI,Display,HDMI,USB",Ac to dc internal power supply,87.77,107.45,1.46,3.5,0,,,,,500,No,,NTSC,N/A,1200,,,No,,No,,06/01/2019 12:00:00 AM,02/22/2019 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1021168_UN552V_12192019113409_8362456,No
2367849,"NEC Display Solutions of America, Inc.",NEC,WD551,WD551,,,Signage Display,TFT- LCD,3840 x 2160,8.3,55,1271.28,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"RS232,HDMI,USB",Ac to dc internal power supply,100.99,107.97,0.18,0.5,0,,,,,400,No,,None,N/A,1200,,,No,,No,,01/31/2021 12:00:00 AM,10/15/2020 12:00:00 AM,"United States, Canada",ES_1021168_WD551_10212020061921_1161043,No
2366283,"Newline Interactive, Inc",N/A,TT-6520ER,TT-6520ER,,,Signage Display,TFT-LCD,3840 x 2160,8.3,64.5,1779.11,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"VGA,RS232,RJ45,Other,HDMI,USB",Ac to dc internal power supply,127.64,132.26,0.32,0.5,0.01,,,,,300,No,,None,N/A,1200,,,Yes,5,No,,09/25/2020 12:00:00 AM,09/25/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1140895_TT-6520ER_09252020123440_1481031,No
2400254,"Newline Interactive, Inc",Newline,TT-5521Q,TT-5521Q,"TT-55xxxx (x = 0-9, a-z, A-Z, -, blank),TT-55xxxx (x = 0-9, a-z, A-Z, -, blank),",,Signage Display,TFT-LCD,3840 x 2160,8.3,55,1292.58,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,102.47,110.9,0.35,0.5,0.01,,,,,400,No,,NTSC,N/A,5000,,,Yes,65,No,,10/08/2022 12:00:00 AM,08/16/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1140895_TT-5521Q_08172022134432_7327130,No
2405131,"Newline Interactive, Inc",Newline,TT-5522Z,TT-5522Z,"TT-55xxxx (x can be 0-9, a-z, A-Z, - or blank, only difference in different sales area and sales channel),TT-55xxxx (x can be 0-9, a-z, A-Z, - or blank, only difference in different sales area and sales channel),",850008344862,Signage Display,TFT-LCD,3840 x 2160,8.3,55,1292.58,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,102.36,112.13,0.34,0.5,0,,,,,400,No,,NTSC,N/A,4000,,,Yes,100,No,,11/20/2022 12:00:00 AM,11/21/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1140895_TT-5522Z_11212022145719_8084578,No
2357711,"Newline Interactive, Inc",Newline,TT-6519RS,TT-6519RS,",,All models are identical to each other except for model designation.; TT-6519RS #,TT-6519RS #,; TT-6519RS*#,,TT-6519RS*#,,; TT-6519RS*,TT-6519RS*,; TT-6519RS*-,TT-6519RS*-,; TT-6519RS-#,TT-6519RS-#,",,Signage Display,IPS LCD,3840 x 2160,8.3,65,1775.92,"Touch Screen,Built-In Speakers",Built-In Speakers,None,"VGA,RS232,RJ45,Display,HDMI,USB",Ac to dc internal power supply,118,130.2,0.38,0.5,0.01,,,,,370,No,,NTSC,N/A,4000,,,No,,No,,12/02/2019 12:00:00 AM,04/06/2020 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1140895_TT-6519RS_04072020020038_4838026,No
2366285,"Newline Interactive, Inc",Newline,TT-6520HO,TT-6520HO,,,Signage Display,TFT-LCD,3840 x 2160,8.3,64.5,1779.11,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"VGA,RS232,RJ45,Other,HDMI,USB",Ac to dc internal power supply,130.21,,0.28,0.5,0.01,,,,,380,No,,None,N/A,1200,,,Yes,15,No,,09/25/2020 12:00:00 AM,09/25/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1140895_TT-6520HO_09252020124539_9911073,No
2395253,"Newline Interactive, Inc",Newline,TT-6521Q,TT-6521Q,"TT-6521xxx (x = 0-9, a-z, A-Z, -, blank),TT-6521xxx (x = 0-9, a-z, A-Z, -, blank),",0850008344688,Signage Display,TFT-LCD,3840 x 2160,8.3,65,1805.34,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,122.76,137.7,0.27,0.5,0.01,,,,,400,No,,NTSC,N/A,5000,,,Yes,65,No,,07/30/2022 12:00:00 AM,04/28/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1140895_TT-6521Q_04282022155527_7357988,No
2399927,"Newline Interactive, Inc",Newline,TT-6522Q,TT-6522Q,"TT-6522xxx (x = 0-9, a-z, A-Z, -, blank),TT-6522xxx (x = 0-9, a-z, A-Z, -, blank),",0850008344688,Signage Display,TFT-LCD,3840 x 2160,8.3,65,1805.34,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,121.76,142.2,0.36,0.5,0.01,,,,,400,No,,NTSC,N/A,5000,,,Yes,65,No,,07/30/2022 12:00:00 AM,08/08/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1140895_TT-6522Q_08092022120813_7607830,No
2400353,"Newline Interactive, Inc",Newline,TT-6522Z,TT-6522Z,"TT-65xxxx (x = 0-9, a-z, A-Z, -, blank),TT-65xxxx (x = 0-9, a-z, A-Z, -, blank),",850008344756,Signage Display,TFT-LCD,3840 x 2160,8.3,65,1805.34,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,127,136.3,0.32,0.5,0.01,,,,,400,No,,NTSC,N/A,5000,,,Yes,65,No,,08/15/2022 12:00:00 AM,08/18/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1140895_TT-6522Z_08192022131517_7857179,No
2357444,"Newline Interactive, Inc",Newline,TT-7519RS,TT-7519RS,",,All models are identical to each other except for model designation.; TT-7519RS #,TT-7519RS #,; TT-7519RS*#,TT-7519RS*#,(* can be a-z or A-Z, # can be 0-9, only difference in different sales area and sales channel); TT-7519RS*,TT-7519RS*,(* can be a-z or A-Z, # can be 0-9, only difference in different sales area and sales channel); TT-7519RS*-,TT-7519RS*-,(* can be a-z or A-Z, # can be 0-9, only difference in different sales area and sales channel); TT-7519RS-#,TT-7519RS-#,",,Signage Display,IPS LCD,3840 x 2160,8.3,75,2372.5,"Touch Screen,Built-In Speakers",Built-In Speakers,None,"VGA,RS232,RJ45,Display,HDMI,USB",Ac to dc internal power supply,149.9,162,0.34,0.5,0.01,,,,,370,No,,NTSC,N/A,4000,,,No,,No,,12/01/2019 12:00:00 AM,03/30/2020 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1140895_TT-7519RS_04012020052546_8746701,No
2366284,"Newline Interactive, Inc",Newline,TT-7520ER,TT-7520ER,,,Signage Display,TFT-LCD,3840 x 2160,8.3,74.5,2374.36,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"VGA,RS232,RJ45,Other,HDMI,USB",Ac to dc internal power supply,152.86,157.01,0.3,0.5,0.01,,,,,300,No,,None,N/A,1200,,,Yes,15,No,,09/25/2020 12:00:00 AM,09/25/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1140895_TT-7520ER_09252020124204_1387725,No
2366303,"Newline Interactive, Inc",Newline,TT-7520HO,TT-7520HO,,,Signage Display,TFT-LCD,3840 x 2160,8.3,74.5,2374.36,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"VGA,RS232,RJ45,Other,HDMI,USB",Ac to dc internal power supply,151.47,,0.24,0.5,0.01,,,,,330,No,,None,N/A,1200,,,Yes,15,No,,09/25/2020 12:00:00 AM,09/25/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1140895_TT-7520HO_09252020131015_8193937,No
2395254,"Newline Interactive, Inc",Newline,TT-7521Q,TT-7521Q,"TT-7521xxx (x = 0-9, a-z, A-Z, -, blank),TT-7521xxx (x = 0-9, a-z, A-Z, -, blank),",0850008344695,Signage Display,TFT-LCD,3840 x 2160,8.3,75,2403.56,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,123.48,172.8,0.4,0.5,0.01,,,,,400,No,,NTSC,N/A,5000,,,Yes,65,No,,07/30/2022 12:00:00 AM,04/26/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1140895_TT-7521Q_04282022160756_4005125,No
2399929,"Newline Interactive, Inc",Newline,TT-7522Q,TT-7522Q,"TT-7522xxx (x = 0-9, a-z, A-Z, -, blank),TT-7522xxx (x = 0-9, a-z, A-Z, -, blank),",0850008344695,Signage Display,TFT-LCD,3840 x 2160,8.3,75,2403.56,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,120.44,177.5,0.36,0.5,0.01,,,,,400,No,,NTSC,N/A,5000,,,Yes,65,No,,07/30/2022 12:00:00 AM,08/08/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1140895_TT-7522Q_08092022122946_9171832,No
2400351,"Newline Interactive, Inc",Newline,TT-7522Z,TT-7522Z,"TT-75xxxx (x = 0-9, a-z, A-Z, -, blank),TT-75xxxx (x = 0-9, a-z, A-Z, -, blank),",850008344855,Signage Display,TFT-LCD,3840 x 2160,8.3,75,2403.56,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,140.6,170,0.31,0.5,0.01,,,,,400,No,,NTSC,N/A,5000,,,Yes,65,No,,08/15/2022 12:00:00 AM,08/18/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1140895_TT-7522Z_08192022131456_2057067,No
2395255,"Newline Interactive, Inc",Newline,TT-8621Q,TT-8621Q,"TT-8621xxx (x = 0-9, a-z, A-Z, -, blank),TT-8621xxx (x = 0-9, a-z, A-Z, -, blank),",0850008344701,Signage Display,TFT-LCD,3840 x 2160,8.3,86,3160,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,180.01,187.4,0.31,0.5,0.01,,,,,400,No,,NTSC,N/A,5000,,,Yes,65,No,,07/30/2022 12:00:00 AM,04/26/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1140895_TT-8621Q_04282022161902_7012324,No
2399930,"Newline Interactive, Inc",Newline,TT-8622Q,TT-8622Q,"TT-8622xxx (x = 0-9, a-z, A-Z, -, blank),TT-8622xxx (x = 0-9, a-z, A-Z, -, blank),",0850008344701,Signage Display,TFT-LCD,3840 x 2160,8.3,86,3160,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,183.68,190.9,0.38,0.5,0.01,,,,,400,No,,NTSC,N/A,5000,,,Yes,65,No,,07/30/2022 12:00:00 AM,08/08/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1140895_TT-8622Q_08092022124743_8234679,No
2400352,"Newline Interactive, Inc",Newline,TT-8622Z,TT-8622Z,"TT-86xxxx (x = 0-9, a-z, A-Z, -, blank),TT-86xxxx (x = 0-9, a-z, A-Z, -, blank),",850008344763,Signage Display,TFT-LCD,3840 x 2160,8.3,86,3160.31,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,181.81,198.73,0.31,0.5,0.01,,,,,400,No,,NTSC,N/A,5000,,,Yes,65,No,,08/15/2022 12:00:00 AM,08/18/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1140895_TT-8622Z_08192022131108_4237912,No
2357195,NZS Inc dba Clary Icon,OneScreen,Interactive Touch Screen/ Interactive Flat Panel,OneScreen *,",,* denotes difference model name, others are the same: * can be 0-9,or A-Z,or a-z,or blank",,Signage Display,IPS LCD,3840 x 2160,8.3,74.5,2374.65,"Bluetooth,Full Network Connectivity,Touch Screen,Built-In Speakers,Camera Interface,Flash Memory-card/Smart-card Reader Gesture Recognition,User Adjustable Backlight","Bluetooth,Touch Screen,Built-In Speakers,Camera Interface","Bluetooth,Touch Screen","VGA,RJ45,Display,HDMI,USB",Ac to dc internal power supply,174.96,185.7,0.42,2,0,,,,,712.8,No,,Other,N/A,100,,,No,,No,,03/01/2020 12:00:00 AM,03/24/2020 12:00:00 AM,"United States, Canada",ES_1140725_OneScreen *_03242020171805_1010101,No
2398018,NZS Inc dba Clary Icon,OneScreen,OneScreen 7,OneScreen 7,"A-Z, a-z, blank),A-Z, a-z, blank),; OneScreen *,OneScreen *,; T* (* = 0-6, 8-9,T* (* = 0-6, 8-9,; T7,T7,",,Signage Display,TFT-LCD,3840 x 2160,8.3,75,2372.7,"Built-In Speakers,Other,User Adjustable Backlight",Built-In Speakers,None,"VGA,Other,Display,HDMI",Ac to dc internal power supply,155.5,156.42,0.93,2,0,,,,,405,No,,None,N/A,1000,,,Yes,15,No,,07/01/2022 12:00:00 AM,06/28/2022 12:00:00 AM,"United States, Switzerland",ES_1140725_OneScreen 7_06282022154214_7821377,No
2402128,NZS Inc dba Clary Icon,OneScreen,TL7-65,TL7-65,,857479008668,Signage Display,IPS LCD,3840 x 2160,8.3,64.5,1779.11,"Bluetooth,Touch Screen,USB-C,Built-In Speakers,Plug-in Module (Removable)","Bluetooth,Touch Screen,Built-In Speakers",None,"VGA,RS232,RJ45,Other,HDMI,USB",Ac to dc internal power supply,78.4,132.53,0.39,0.5,0.01,,,,,350,No,,None,N/A,1200,,,Yes,65,No,,09/30/2022 12:00:00 AM,09/28/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1140725_TL7-65_09292022124245_2275465,No
